feedback_id,visit_date,store_code,customer_name,customer_email,user_category,product_looking_for,reason_for_non_purchase,ground_truth_topic
633,2026-05-08,X2,Mia Mehta,mia.mehta36@gmail.com,Babies,Ear Rings,Saw the exact ear rings I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
634,2026-03-25,X5,Vikram Davis,vikram.davis81@gmail.com,Everyday Wear,Ear Rings,Wanted the ear rings in antique finish but only yellow gold was available.,Color/Finish Mismatch
635,2026-03-13,X3,Lily Brown,lily.brown53@gmail.com,Teen-age Girls,Finger Rings,"Looking for a under 15g for daily wear finger rings, but in-store stock was much heavier.",Weight Concerns
636,2026-04-15,X3,Tara Smith,tara.smith30@yahoo.com,Teen-age Girls,Bangles,My daughter needed size 2.6 bangles; could not find the right size. It was for babies.,Size Unavailable
637,2026-03-19,X5,Rohit Johnson,rohit.johnson28@yahoo.com,Wedding,Finger Rings,Saw a floral ring design online and wanted the same in finger rings here. Not available. It was for everyday wear.,Design Unavailable
638,2026-03-30,X1,Pooja Mehta,pooja.mehta19@icloud.com,Wedding,Bangles,"My family wanted a star design design in bangles, but the available designs were very limited.",Design Unavailable
639,2026-04-30,X6,Grace Smith,grace.smith63@outlook.com,Office-going Women,Necklace,My daughter needed 22 inch chain length necklace; could not find the right size. The piece was meant for birthday.,Size Unavailable
640,2026-04-27,X1,Olivia Nair,olivia.nair5@hotmail.com,Teen-age Girls,Finger Rings,Needed size 6 for finger rings but staff said it's out of stock right now. The piece was meant for babies.,Size Unavailable
641,2026-03-26,X4,Aarav Nair,aarav.nair60@yahoo.com,Wedding,Finger Rings,I wanted something lightweight (under 8g) but the finger rings options shown were heavier.,Weight Concerns
642,2026-04-26,X5,Charlotte Brown,charlotte.brown11@hotmail.com,Office-going Women,Ear Rings,Wanted the ear rings in antique finish but only yellow gold was available.,Color/Finish Mismatch
643,2026-02-18,X1,Meera Anderson,meera.anderson33@yahoo.com,Office-going Women,Ear Rings,My daughter needed small studs ear rings; could not find the right size.,Size Unavailable
644,2026-03-06,X6,Meera Davis,meera.davis2@hotmail.com,Birthday,Necklace,Saw the exact necklace I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
645,2026-02-15,X1,Ava Wilson,ava.wilson84@outlook.com,Birthday,Bangles,Was looking for a antique finish finish on bangles; could not find a matching piece. It was for teen-age girls.,Color/Finish Mismatch
646,2026-05-06,X2,Chloe Anderson,chloe.anderson6@outlook.com,Everyday Wear,Necklace,Found a beautiful necklace but it crossed my under 10k budget by a lot.,Price Too High
647,2026-04-26,X3,Anjali Taylor,anjali.taylor45@icloud.com,Office-going Women,Necklace,Was hoping to find a long haar style in necklace. Nothing matched what I had in mind.,Design Unavailable
648,2026-02-19,X1,Emma Nair,emma.nair71@outlook.com,Babies,Finger Rings,My daughter needed size 8 finger rings; could not find the right size.,Size Unavailable
649,2026-02-28,X6,Harper Clark,harper.clark14@outlook.com,Everyday Wear,Bangles,The bangles I liked was way over my budget. I was hoping for something under 50k.,Price Too High
650,2026-04-16,X5,Olivia Khan,olivia.khan56@icloud.com,Babies,Bangles,Was looking for a rose gold finish on bangles; could not find a matching piece. Specifically for everyday wear use.,Color/Finish Mismatch
651,2026-02-12,X2,Riya Nair,riya.nair88@gmail.com,Everyday Wear,Necklace,"Prices on necklace were higher than I expected, I had a budget of under 50k.",Price Too High
652,2026-03-25,X4,Olivia Mehta,olivia.mehta58@icloud.com,Wedding,Ear Rings,Saw a drop design online and wanted the same in ear rings here. Not available.,Design Unavailable
653,2026-03-04,X1,Ishita Iyer,ishita.iyer28@icloud.com,Wedding,Anklets,Was hoping to find a beaded anklet style in anklets. Nothing matched what I had in mind.,Design Unavailable
654,2026-02-11,X3,Amelia Khan,amelia.khan69@gmail.com,Babies,Ear Rings,The ear rings I wanted to buy is completely out of stock at the moment.,Stock Unavailable
655,2026-05-03,X3,Vikram Sharma,vikram.sharma12@icloud.com,Everyday Wear,Finger Rings,Saw the exact finger rings I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
656,2026-03-22,X1,Sneha Davis,sneha.davis41@outlook.com,Wedding,Bangles,I came specifically looking for a floral carving bangles but the store didn't have it. Specifically for teen-age girls use.,Design Unavailable
657,2026-03-28,X1,Mia Brown,mia.brown52@yahoo.com,Teen-age Girls,Anklets,Looking for 10 inch in anklets. The sizes available didn't fit. It was for everyday wear.,Size Unavailable
658,2026-04-12,X3,Sanjana Mehta,sanjana.mehta88@gmail.com,Wedding,Necklace,I wanted something around 12g but the necklace options shown were heavier.,Weight Concerns
659,2026-04-30,X3,Ava Brown,ava.brown7@gmail.com,Babies,Anklets,Needed 10 inch for anklets but staff said it's out of stock right now. The piece was meant for office-going women.,Size Unavailable
660,2026-03-02,X3,Priya Mehta,priya.mehta36@icloud.com,Wedding,Ear Rings,The ear rings I liked was way over my budget. I was hoping for something under 25k. The piece was meant for babies.,Price Too High
661,2026-04-07,X3,Olivia Wilson,olivia.wilson57@outlook.com,Birthday,Necklace,Saw a minimalist design online and wanted the same in necklace here. Not available. It was for teen-age girls.,Design Unavailable
662,2026-02-22,X2,Liam Davis,liam.davis4@yahoo.com,Wedding,Bangles,"Looking for a around 12g bangles, but in-store stock was much heavier. Specifically for everyday wear use.",Weight Concerns
663,2026-04-02,X3,Aarav Taylor,aarav.taylor40@hotmail.com,Teen-age Girls,Bangles,Needed size 2.8 for bangles but staff said it's out of stock right now. It was for teen-age girls.,Size Unavailable
664,2026-02-26,X3,Aditi Anderson,aditi.anderson47@gmail.com,Wedding,Anklets,Was looking for a rose gold finish on anklets; could not find a matching piece. It was for everyday wear.,Color/Finish Mismatch
665,2026-04-17,X6,Aarav Verma,aarav.verma12@outlook.com,Office-going Women,Finger Rings,The polish/finishing on the finger rings looked uneven to me.,Quality Concerns
666,2026-02-11,X2,Neha Verma,neha.verma10@outlook.com,Birthday,Ear Rings,Was told the ear rings model is sold out and would take 3-4 weeks to restock. Specifically for birthday use.,Stock Unavailable
667,2026-03-15,X1,Meera Clark,meera.clark34@yahoo.com,Everyday Wear,Anklets,Found a beautiful anklets but it crossed my under 50k budget by a lot.,Price Too High
668,2026-05-06,X5,Ava Nair,ava.nair75@icloud.com,Office-going Women,Finger Rings,Was told the finger rings model is sold out and would take 3-4 weeks to restock. It was for wedding.,Stock Unavailable
669,2026-05-09,X4,Ethan Smith,ethan.smith90@hotmail.com,Wedding,Bangles,I wanted something under 15g for daily wear but the bangles options shown were heavier.,Weight Concerns
670,2026-05-03,X4,Lily Mehta,lily.mehta85@outlook.com,Teen-age Girls,Finger Rings,Was told the finger rings model is sold out and would take 3-4 weeks to restock.,Stock Unavailable
671,2026-04-07,X1,Vikram Verma,vikram.verma49@icloud.com,Wedding,Ear Rings,Wanted made-to-order in ear rings; the lead time of 6-8 weeks didn't work for me. It was for babies.,Customization Not Offered
672,2026-02-25,X6,Vikram Iyer,vikram.iyer20@gmail.com,Birthday,Anklets,Needed kids size for anklets but staff said it's out of stock right now. The piece was meant for office-going women.,Size Unavailable
673,2026-04-12,X5,Olivia Reddy,olivia.reddy39@hotmail.com,Teen-age Girls,Ear Rings,Wanted the ear rings in yellow gold but only yellow gold was available.,Color/Finish Mismatch
674,2026-05-09,X5,Arjun Reddy,arjun.reddy17@yahoo.com,Teen-age Girls,Finger Rings,Wanted the finger rings in yellow gold but only yellow gold was available.,Color/Finish Mismatch
675,2026-04-20,X5,Lucas Mehta,lucas.mehta12@yahoo.com,Birthday,Ear Rings,Wanted the ear rings in yellow gold but only yellow gold was available.,Color/Finish Mismatch
676,2026-02-20,X3,Emma Verma,emma.verma61@icloud.com,Birthday,Necklace,I came specifically looking for a long haar necklace but the store didn't have it.,Design Unavailable
677,2026-02-20,X2,Meera Khan,meera.khan66@gmail.com,Wedding,Bangles,Needed kids size for bangles but staff said it's out of stock right now. It was for office-going women.,Size Unavailable
678,2026-04-20,X3,Sophia Mehta,sophia.mehta10@outlook.com,Birthday,Anklets,My daughter needed kids size anklets; could not find the right size.,Size Unavailable
679,2026-04-05,X2,Tara Reddy,tara.reddy80@gmail.com,Teen-age Girls,Necklace,Family member wanted to be present before buying the necklace. Specifically for everyday wear use.,Others
680,2026-03-01,X6,Neha Smith,neha.smith86@outlook.com,Babies,Necklace,I came specifically looking for a long haar necklace but the store didn't have it. It was for everyday wear.,Design Unavailable
681,2026-03-21,X5,Amelia Patel,amelia.patel46@gmail.com,Babies,Necklace,Asked if the necklace can be customized with engraving; was told no. It was for teen-age girls.,Customization Not Offered
682,2026-03-15,X2,Ishita Patel,ishita.patel60@outlook.com,Teen-age Girls,Ear Rings,Saw the exact ear rings I wanted in the catalogue but it's not in the store currently. It was for office-going women.,Stock Unavailable
683,2026-04-03,X3,Rohit Iyer,rohit.iyer86@gmail.com,Office-going Women,Ear Rings,I came specifically looking for a kundan ear rings but the store didn't have it.,Design Unavailable
684,2026-04-14,X5,Mia Davis,mia.davis49@icloud.com,Teen-age Girls,Anklets,Was hoping to find a paayal with ghungroo style in anklets. Nothing matched what I had in mind. It was for birthday.,Design Unavailable
685,2026-02-18,X4,Anjali Verma,anjali.verma83@yahoo.com,Birthday,Finger Rings,Wanted the finger rings in antique finish but only yellow gold was available. The piece was meant for teen-age girls.,Color/Finish Mismatch
686,2026-03-02,X2,Pooja Verma,pooja.verma34@icloud.com,Everyday Wear,Anklets,Wanted made-to-order in anklets; the lead time of 6-8 weeks didn't work for me.,Customization Not Offered
687,2026-04-29,X4,Ishita Clark,ishita.clark89@yahoo.com,Office-going Women,Bangles,"Looking for a around 12g bangles, but in-store stock was much heavier.",Weight Concerns
688,2026-04-17,X5,Sanjana Johnson,sanjana.johnson69@yahoo.com,Teen-age Girls,Bangles,Wanted made-to-order in bangles; the lead time of 6-8 weeks didn't work for me.,Customization Not Offered
689,2026-03-13,X1,Charlotte Reddy,charlotte.reddy10@yahoo.com,Office-going Women,Finger Rings,The finger rings I liked wasn't available in size 8.,Size Unavailable
690,2026-03-18,X6,Arjun Taylor,arjun.taylor51@hotmail.com,Teen-age Girls,Ear Rings,Looking for small studs in ear rings. The sizes available didn't fit.,Size Unavailable
691,2026-04-16,X3,Kavya Patel,kavya.patel65@hotmail.com,Wedding,Finger Rings,The sales staff was busy and I couldn't get enough help while choosing the finger rings. Specifically for wedding use.,Sales Service
692,2026-02-28,X4,Sneha Johnson,sneha.johnson53@hotmail.com,Teen-age Girls,Finger Rings,Needed size 6 for finger rings but staff said it's out of stock right now.,Size Unavailable
693,2026-04-10,X4,Aditi Taylor,aditi.taylor23@icloud.com,Everyday Wear,Necklace,Was told the necklace model is sold out and would take 3-4 weeks to restock. The piece was meant for everyday wear.,Stock Unavailable
694,2026-03-20,X3,Mia Davis,mia.davis98@hotmail.com,Wedding,Necklace,Will buy after the upcoming festival sale; postponing the necklace purchase.,Others
695,2026-04-15,X4,Amelia Iyer,amelia.iyer37@yahoo.com,Babies,Bangles,Found a beautiful bangles but it crossed my under 25k budget by a lot.,Price Too High
696,2026-03-04,X1,Ava Sharma,ava.sharma17@outlook.com,Teen-age Girls,Necklace,The necklace I wanted to buy is completely out of stock at the moment.,Stock Unavailable
697,2026-04-14,X5,Zoe Verma,zoe.verma2@yahoo.com,Babies,Ear Rings,Waited a long time to be attended for the ear rings I wanted to see.,Sales Service
698,2026-04-05,X3,Ethan Khan,ethan.khan86@yahoo.com,Office-going Women,Necklace,I came specifically looking for a long haar necklace but the store didn't have it. It was for babies.,Design Unavailable
699,2026-03-06,X1,Ethan Mehta,ethan.mehta49@hotmail.com,Babies,Bangles,"My family wanted a bridal kundan design in bangles, but the available designs were very limited.",Design Unavailable
700,2026-03-10,X1,Neha Wilson,neha.wilson10@icloud.com,Babies,Finger Rings,Needed size 6 for finger rings but staff said it's out of stock right now. Specifically for wedding use.,Size Unavailable
701,2026-03-24,X4,Emma Smith,emma.smith84@yahoo.com,Babies,Bangles,"Looking for a around 12g bangles, but in-store stock was much heavier. The piece was meant for office-going women.",Weight Concerns
702,2026-02-17,X1,Chloe Smith,chloe.smith75@icloud.com,Wedding,Ear Rings,Asked if the ear rings can be customized with engraving; was told no.,Customization Not Offered
703,2026-02-28,X6,Zoe Johnson,zoe.johnson2@icloud.com,Wedding,Bangles,The bangles I liked was way over my budget. I was hoping for something below 1 lakh.,Price Too High
704,2026-04-07,X2,Harper Khan,harper.khan94@gmail.com,Teen-age Girls,Necklace,Asked if the necklace can be customized with engraving; was told no. Specifically for everyday wear use.,Customization Not Offered
705,2026-02-19,X6,Ishita Iyer,ishita.iyer52@outlook.com,Office-going Women,Necklace,Need to consult my husband/parents before deciding on the necklace.,Others
706,2026-05-04,X4,Lucas Reddy,lucas.reddy48@outlook.com,Birthday,Bangles,"Looking for a under 15g for daily wear bangles, but in-store stock was much heavier. It was for birthday.",Weight Concerns
707,2026-05-03,X6,Anjali Khan,anjali.khan90@outlook.com,Birthday,Finger Rings,The hallmark and purity details on the finger rings were not clearly communicated.,Quality Concerns
708,2026-04-05,X6,Rohit Patel,rohit.patel39@gmail.com,Everyday Wear,Finger Rings,I wasn't fully convinced about the finish quality on the finger rings I tried.,Quality Concerns
709,2026-05-02,X2,Sneha Clark,sneha.clark30@hotmail.com,Birthday,Finger Rings,"I just came in to compare prices today, will revisit later for the finger rings.",Others
710,2026-03-10,X2,Aarav Johnson,aarav.johnson74@icloud.com,Wedding,Necklace,I came specifically looking for a temple design necklace but the store didn't have it.,Design Unavailable
711,2026-04-04,X6,Harper Johnson,harper.johnson97@outlook.com,Birthday,Bangles,Saw the exact bangles I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
712,2026-03-13,X3,Zoe Iyer,zoe.iyer82@gmail.com,Birthday,Bangles,Saw a kada design online and wanted the same in bangles here. Not available.,Design Unavailable
713,2026-03-03,X6,Mia Wilson,mia.wilson83@yahoo.com,Babies,Anklets,"My family wanted a beaded anklet design in anklets, but the available designs were very limited. Specifically for teen-age girls use.",Design Unavailable
714,2026-02-24,X6,Emma Sharma,emma.sharma63@hotmail.com,Wedding,Finger Rings,The polish/finishing on the finger rings looked uneven to me.,Quality Concerns
715,2026-04-25,X4,Charlotte Anderson,charlotte.anderson38@hotmail.com,Teen-age Girls,Anklets,Found a beautiful anklets but it crossed my below 1 lakh budget by a lot.,Price Too High
716,2026-02-22,X3,Amelia Taylor,amelia.taylor84@outlook.com,Birthday,Anklets,"My family wanted a beaded anklet design in anklets, but the available designs were very limited. Specifically for babies use.",Design Unavailable
717,2026-03-01,X6,Arjun Mehta,arjun.mehta51@hotmail.com,Office-going Women,Necklace,"Looking for a around 12g necklace, but in-store stock was much heavier. Specifically for wedding use.",Weight Concerns
718,2026-04-02,X6,Kavya Mehta,kavya.mehta88@yahoo.com,Everyday Wear,Finger Rings,The polish/finishing on the finger rings looked uneven to me.,Quality Concerns
719,2026-04-02,X2,Meera Iyer,meera.iyer91@icloud.com,Wedding,Ear Rings,Saw the exact ear rings I wanted in the catalogue but it's not in the store currently. The piece was meant for wedding.,Stock Unavailable
720,2026-04-01,X6,Zoe Davis,zoe.davis54@yahoo.com,Babies,Bangles,The bangles I liked was way over my budget. I was hoping for something under 25k.,Price Too High
721,2026-03-26,X6,Riya Patel,riya.patel15@yahoo.com,Wedding,Bangles,"Prices on bangles were higher than I expected, I had a budget of under 10k. The piece was meant for everyday wear.",Price Too High
722,2026-03-26,X3,Ishita Brown,ishita.brown79@outlook.com,Everyday Wear,Anklets,My daughter needed 9 inch anklets; could not find the right size. The piece was meant for everyday wear.,Size Unavailable
723,2026-05-07,X1,Riya Mehta,riya.mehta74@gmail.com,Everyday Wear,Anklets,Looking for 9 inch in anklets. The sizes available didn't fit. It was for everyday wear.,Size Unavailable
724,2026-04-20,X2,Grace Clark,grace.clark11@icloud.com,Everyday Wear,Finger Rings,The finger rings I liked was way over my budget. I was hoping for something under 10k. It was for office-going women.,Price Too High
725,2026-02-23,X6,Grace Khan,grace.khan82@gmail.com,Wedding,Finger Rings,"Prices on finger rings were higher than I expected, I had a budget of under 50k.",Price Too High
726,2026-05-05,X1,Lucas Clark,lucas.clark45@hotmail.com,Birthday,Bangles,Waited a long time to be attended for the bangles I wanted to see.,Sales Service
727,2026-04-13,X1,Chloe Mehta,chloe.mehta39@yahoo.com,Wedding,Bangles,Saw the exact bangles I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
728,2026-04-23,X6,Ishita Khan,ishita.khan82@hotmail.com,Wedding,Bangles,"Prices on bangles were higher than I expected, I had a budget of below 1 lakh. The piece was meant for everyday wear.",Price Too High
729,2026-02-22,X4,Tara Verma,tara.verma76@yahoo.com,Birthday,Finger Rings,Was told the finger rings model is sold out and would take 3-4 weeks to restock. Specifically for teen-age girls use.,Stock Unavailable
730,2026-03-10,X1,Pooja Brown,pooja.brown25@yahoo.com,Teen-age Girls,Finger Rings,Needed size 8 for finger rings but staff said it's out of stock right now. The piece was meant for babies.,Size Unavailable
731,2026-05-03,X5,Ava Wilson,ava.wilson83@hotmail.com,Office-going Women,Bangles,"Prices on bangles were higher than I expected, I had a budget of below 1 lakh.",Price Too High
732,2026-04-10,X1,Sneha Wilson,sneha.wilson33@yahoo.com,Wedding,Anklets,Will buy after the upcoming festival sale; postponing the anklets purchase.,Others
733,2026-04-05,X6,Ishita Wilson,ishita.wilson79@gmail.com,Birthday,Bangles,The bangles I liked was way over my budget. I was hoping for something under 25k. The piece was meant for birthday.,Price Too High
734,2026-03-27,X3,Sanjana Brown,sanjana.brown35@icloud.com,Birthday,Bangles,Was looking for a antique finish finish on bangles; could not find a matching piece. Specifically for office-going women use.,Color/Finish Mismatch
735,2026-05-03,X1,Mia Davis,mia.davis71@icloud.com,Babies,Finger Rings,Waited a long time to be attended for the finger rings I wanted to see.,Sales Service
736,2026-03-08,X5,Riya Patel,riya.patel67@icloud.com,Birthday,Necklace,Wanted made-to-order in necklace; the lead time of 6-8 weeks didn't work for me.,Customization Not Offered
737,2026-04-21,X6,Arjun Brown,arjun.brown32@hotmail.com,Everyday Wear,Bangles,Looking for size 2.4 in bangles. The sizes available didn't fit.,Size Unavailable
738,2026-04-24,X1,Sanjana Mehta,sanjana.mehta62@yahoo.com,Office-going Women,Necklace,Was looking for a antique finish finish on necklace; could not find a matching piece. Specifically for wedding use.,Color/Finish Mismatch
739,2026-05-01,X4,Liam Taylor,liam.taylor98@outlook.com,Babies,Finger Rings,Wanted the finger rings in silver tone but only yellow gold was available.,Color/Finish Mismatch
740,2026-04-12,X1,Mia Verma,mia.verma5@outlook.com,Birthday,Bangles,"My family wanted a bridal kundan design in bangles, but the available designs were very limited. The piece was meant for wedding.",Design Unavailable
741,2026-02-14,X3,Vikram Brown,vikram.brown89@yahoo.com,Birthday,Bangles,Saw the exact bangles I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
742,2026-03-16,X1,Rohit Wilson,rohit.wilson30@icloud.com,Teen-age Girls,Bangles,I came specifically looking for a floral carving bangles but the store didn't have it. It was for office-going women.,Design Unavailable
743,2026-03-03,X3,Pooja Nair,pooja.nair67@outlook.com,Birthday,Bangles,Saw a thin polki design online and wanted the same in bangles here. Not available.,Design Unavailable
744,2026-05-10,X1,Zoe Reddy,zoe.reddy74@outlook.com,Birthday,Bangles,Was looking for a antique finish finish on bangles; could not find a matching piece. It was for teen-age girls.,Color/Finish Mismatch
745,2026-04-14,X4,Aditi Clark,aditi.clark85@hotmail.com,Birthday,Ear Rings,The hallmark and purity details on the ear rings were not clearly communicated.,Quality Concerns
746,2026-02-14,X6,Mia Smith,mia.smith41@hotmail.com,Babies,Finger Rings,Waited a long time to be attended for the finger rings I wanted to see.,Sales Service
747,2026-02-19,X6,Ethan Nair,ethan.nair4@icloud.com,Everyday Wear,Finger Rings,I wasn't fully convinced about the finish quality on the finger rings I tried. The piece was meant for wedding.,Quality Concerns
748,2026-04-30,X6,Sophia Taylor,sophia.taylor29@hotmail.com,Everyday Wear,Finger Rings,The polish/finishing on the finger rings looked uneven to me. The piece was meant for office-going women.,Quality Concerns
749,2026-04-06,X4,Liam Reddy,liam.reddy9@outlook.com,Babies,Bangles,I wanted something lightweight (under 8g) but the bangles options shown were heavier.,Weight Concerns
750,2026-05-01,X4,Kavya Khan,kavya.khan38@hotmail.com,Office-going Women,Necklace,Need to consult my husband/parents before deciding on the necklace. It was for wedding.,Others
751,2026-03-08,X4,Meera Smith,meera.smith9@outlook.com,Babies,Finger Rings,Wanted a slight design change on the finger rings; staff said customization is not possible right now.,Customization Not Offered
752,2026-02-23,X3,Aditi Taylor,aditi.taylor1@icloud.com,Teen-age Girls,Necklace,Found a beautiful necklace but it crossed my below 1 lakh budget by a lot. Specifically for wedding use.,Price Too High
753,2026-03-08,X4,Kavya Johnson,kavya.johnson66@icloud.com,Office-going Women,Finger Rings,My daughter needed size 6 finger rings; could not find the right size.,Size Unavailable
754,2026-05-10,X2,Priya Taylor,priya.taylor3@icloud.com,Babies,Finger Rings,Found a beautiful finger rings but it crossed my under 50k budget by a lot.,Price Too High
755,2026-03-29,X3,Riya Nair,riya.nair62@icloud.com,Wedding,Finger Rings,"My family wanted a vintage band design in finger rings, but the available designs were very limited. The piece was meant for babies.",Design Unavailable
756,2026-03-11,X5,Priya Taylor,priya.taylor38@outlook.com,Everyday Wear,Ear Rings,Wanted the ear rings in antique finish but only yellow gold was available.,Color/Finish Mismatch
757,2026-03-04,X3,Ishita Verma,ishita.verma23@yahoo.com,Babies,Necklace,Saw a choker design online and wanted the same in necklace here. Not available.,Design Unavailable
758,2026-04-03,X4,Riya Reddy,riya.reddy63@hotmail.com,Office-going Women,Bangles,"Looking for a under 15g for daily wear bangles, but in-store stock was much heavier.",Weight Concerns
759,2026-03-02,X6,Grace Taylor,grace.taylor11@icloud.com,Office-going Women,Finger Rings,I wasn't fully convinced about the finish quality on the finger rings I tried. It was for wedding.,Quality Concerns
760,2026-04-27,X3,Sophia Brown,sophia.brown66@outlook.com,Wedding,Anklets,My daughter needed kids size anklets; could not find the right size.,Size Unavailable
761,2026-02-14,X1,Kavya Brown,kavya.brown69@hotmail.com,Birthday,Finger Rings,The finger rings I liked wasn't available in size 12.,Size Unavailable
762,2026-05-04,X4,Neha Anderson,neha.anderson48@icloud.com,Birthday,Bangles,I wanted something lightweight (under 8g) but the bangles options shown were heavier. Specifically for everyday wear use.,Weight Concerns
763,2026-04-29,X6,Anjali Khan,anjali.khan30@hotmail.com,Everyday Wear,Finger Rings,I wasn't fully convinced about the finish quality on the finger rings I tried. Specifically for birthday use.,Quality Concerns
764,2026-04-03,X2,Sneha Smith,sneha.smith35@hotmail.com,Teen-age Girls,Necklace,The necklace I liked was way over my budget. I was hoping for something under 25k. Specifically for office-going women use.,Price Too High
765,2026-02-11,X2,Olivia Khan,olivia.khan17@yahoo.com,Babies,Necklace,Found a beautiful necklace but it crossed my under 25k budget by a lot. The piece was meant for teen-age girls.,Price Too High
766,2026-03-04,X4,Olivia Taylor,olivia.taylor58@outlook.com,Babies,Bangles,Saw a star design design online and wanted the same in bangles here. Not available. The piece was meant for babies.,Design Unavailable
767,2026-03-20,X5,Ishita Brown,ishita.brown95@icloud.com,Birthday,Necklace,Asked if the necklace can be customized with engraving; was told no.,Customization Not Offered
768,2026-05-01,X1,Arjun Wilson,arjun.wilson71@outlook.com,Wedding,Finger Rings,Wanted made-to-order in finger rings; the lead time of 6-8 weeks didn't work for me.,Customization Not Offered
769,2026-04-08,X4,Aditi Nair,aditi.nair53@hotmail.com,Birthday,Ear Rings,Looking for extra small for kids in ear rings. The sizes available didn't fit.,Size Unavailable
770,2026-05-03,X4,Ethan Clark,ethan.clark50@yahoo.com,Teen-age Girls,Finger Rings,Needed size 8 for finger rings but staff said it's out of stock right now. The piece was meant for birthday.,Size Unavailable
771,2026-05-07,X1,Sneha Verma,sneha.verma39@hotmail.com,Babies,Finger Rings,Looking for size 6 in finger rings. The sizes available didn't fit. It was for wedding.,Size Unavailable
772,2026-04-03,X1,Mia Mehta,mia.mehta19@icloud.com,Wedding,Necklace,Was looking for a white gold finish on necklace; could not find a matching piece. The piece was meant for babies.,Color/Finish Mismatch
773,2026-03-17,X1,Amelia Davis,amelia.davis19@yahoo.com,Office-going Women,Ear Rings,Saw a floral design online and wanted the same in ear rings here. Not available.,Design Unavailable
774,2026-04-17,X4,Liam Patel,liam.patel98@hotmail.com,Babies,Ear Rings,"My family wanted a stud design in ear rings, but the available designs were very limited.",Design Unavailable
775,2026-04-01,X6,Kavya Patel,kavya.patel76@gmail.com,Teen-age Girls,Ear Rings,Was hoping to find a kundan style in ear rings. Nothing matched what I had in mind.,Design Unavailable
776,2026-04-14,X6,Noah Anderson,noah.anderson59@icloud.com,Teen-age Girls,Necklace,Found a beautiful necklace but it crossed my under 50k budget by a lot. Specifically for birthday use.,Price Too High
777,2026-04-19,X4,Zoe Anderson,zoe.anderson42@outlook.com,Office-going Women,Anklets,"Looking for a under 15g for daily wear anklets, but in-store stock was much heavier.",Weight Concerns
778,2026-03-20,X1,Kavya Mehta,kavya.mehta63@icloud.com,Teen-age Girls,Anklets,I wasn't fully convinced about the finish quality on the anklets I tried.,Quality Concerns
779,2026-02-26,X1,Charlotte Iyer,charlotte.iyer85@yahoo.com,Teen-age Girls,Anklets,Will buy after the upcoming festival sale; postponing the anklets purchase. The piece was meant for birthday.,Others
780,2026-02-17,X6,Ava Nair,ava.nair95@outlook.com,Birthday,Finger Rings,Looking for adjustable in finger rings. The sizes available didn't fit. Specifically for everyday wear use.,Size Unavailable
781,2026-05-08,X1,Anjali Smith,anjali.smith24@outlook.com,Wedding,Anklets,Will buy after the upcoming festival sale; postponing the anklets purchase.,Others
782,2026-02-15,X4,Lily Anderson,lily.anderson58@yahoo.com,Wedding,Bangles,"My family wanted a minimal everyday design in bangles, but the available designs were very limited. The piece was meant for wedding.",Design Unavailable
783,2026-03-01,X2,Lily Brown,lily.brown99@icloud.com,Teen-age Girls,Ear Rings,Was told the ear rings model is sold out and would take 3-4 weeks to restock.,Stock Unavailable
784,2026-02-25,X4,Ava Brown,ava.brown93@hotmail.com,Birthday,Bangles,"Looking for a under 15g for daily wear bangles, but in-store stock was much heavier.",Weight Concerns
785,2026-03-02,X3,Meera Wilson,meera.wilson49@gmail.com,Birthday,Finger Rings,"My family wanted a couple ring design in finger rings, but the available designs were very limited.",Design Unavailable
786,2026-03-15,X4,Vikram Clark,vikram.clark50@hotmail.com,Office-going Women,Ear Rings,Saw the exact ear rings I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
787,2026-04-02,X4,Lucas Khan,lucas.khan92@hotmail.com,Everyday Wear,Bangles,Wanted a slight design change on the bangles; staff said customization is not possible right now.,Customization Not Offered
788,2026-04-11,X1,Noah Anderson,noah.anderson28@icloud.com,Babies,Bangles,I came specifically looking for a kada bangles but the store didn't have it. The piece was meant for everyday wear.,Design Unavailable
789,2026-04-16,X6,Olivia Sharma,olivia.sharma27@outlook.com,Everyday Wear,Bangles,"Prices on bangles were higher than I expected, I had a budget of under 50k. Specifically for everyday wear use.",Price Too High
790,2026-04-20,X4,Mia Taylor,mia.taylor41@hotmail.com,Wedding,Bangles,"Looking for a lightweight (under 8g) bangles, but in-store stock was much heavier. It was for teen-age girls.",Weight Concerns
791,2026-03-07,X2,Liam Mehta,liam.mehta90@outlook.com,Birthday,Bangles,The polish/finishing on the bangles looked uneven to me.,Quality Concerns
792,2026-02-18,X4,Olivia Brown,olivia.brown98@gmail.com,Teen-age Girls,Necklace,Found a beautiful necklace but it crossed my below 1 lakh budget by a lot.,Price Too High
793,2026-04-08,X1,Chloe Patel,chloe.patel68@icloud.com,Teen-age Girls,Bangles,The hallmark and purity details on the bangles were not clearly communicated.,Quality Concerns
